GENE1	1.0	0.0	0.0	0.0	
GENE2	1.0	0.0	0.0	0.0	
GENE3	1.0	0.0	0.0	0.0	
GENE4	1.0	0.0	0.0	0.0	
GENE5	1.0	0.0	0.0	0.0	
GENE6	0.0	1.0	0.0	0.0	
GENE7	0.0	1.0	0.0	0.0	
GENE8	0.0	1.0	0.0	0.0	
GENE9	0.0	1.0	0.0	0.0	
GENE10	0.0	1.0	0.0	0.0	
GENE11	0.0	0.0	1.0	0.0	
GENE12	0.0	0.0	1.0	0.0	
GENE13	0.0	0.0	1.0	0.0	
GENE14	0.0	0.0	1.0	0.0	
GENE15	0.0	0.0	1.0	0.0	
GENE16	0.0	0.0	0.0	1.0	
GENE17	0.0	0.0	0.0	1.0	
GENE18	0.0	0.0	0.0	1.0	
GENE19	0.0	0.0	0.0	1.0	
GENE20	0.0	0.0	0.0	1.0	
GENE21	0.0	0.0	0.0	1.0	
GENE22	0.0	0.0	0.0	1.0	
GENE23	0.0	0.0	0.0	1.0	
GENE24	0.0	0.0	0.0	1.0	
GENE25	0.0	0.0	0.0	1.0	
GENE26	0.0	0.0	0.0	1.0	
GENE27	0.0	0.0	0.0	1.0	
GENE28	0.0	0.0	0.0	1.0	
GENE29	0.0	0.0	0.0	1.0	
GENE30	0.0	0.0	0.0	1.0	
GENE31	0.0	0.0	0.0	1.0	
GENE32	0.0	0.0	0.0	1.0	
GENE33	0.0	0.0	0.0	1.0	
GENE34	0.0	0.0	0.0	1.0	
GENE35	0.0	0.0	0.0	1.0	
GENE36	0.0	0.0	0.0	1.0	
GENE37	0.0	0.0	0.0	1.0	
GENE38	0.0	0.0	0.0	1.0	
GENE39	0.0	0.0	0.0	1.0	
GENE40	0.0	0.0	0.0	1.0	
GENE41	0.0	0.0	0.0	1.0	
GENE42	0.0	0.0	0.0	1.0	
GENE43	0.0	0.0	0.0	1.0	
GENE44	0.0	0.0	0.0	1.0	
GENE45	0.0	0.0	0.0	1.0	
GENE46	0.0	0.0	0.0	1.0	
GENE47	0.0	0.0	0.0	1.0	
GENE48	0.0	0.0	0.0	1.0	
GENE49	0.0	0.0	0.0	1.0	
GENE50	0.0	0.0	0.0	1.0	
GENE51	0.0	0.0	0.0	1.0	
GENE52	0.0	0.0	0.0	1.0	
GENE53	0.0	0.0	0.0	1.0	
GENE54	0.0	0.0	0.0	1.0	
GENE55	0.0	0.0	0.0	1.0	
GENE56	0.0	0.0	0.0	1.0	
GENE57	0.0	0.0	0.0	1.0	
GENE58	0.0	0.0	0.0	1.0	
GENE59	0.0	0.0	0.0	1.0	
GENE60	0.0	0.0	0.0	1.0	
GENE61	0.0	0.0	0.0	1.0	
GENE62	0.0	0.0	0.0	1.0	
GENE63	0.0	0.0	0.0	1.0	
GENE64	0.0	0.0	0.0	1.0	
GENE65	0.0	0.0	0.0	1.0	
GENE66	0.0	0.0	0.0	1.0	
GENE67	0.0	0.0	0.0	1.0	
GENE68	0.0	0.0	0.0	1.0	
GENE69	0.0	0.0	0.0	1.0	
GENE70	0.0	0.0	0.0	1.0	
GENE71	0.0	0.0	0.0	1.0	
GENE72	0.0	0.0	0.0	1.0	
GENE73	0.0	0.0	0.0	1.0	
GENE74	0.0	0.0	0.0	1.0	
GENE75	0.0	0.0	0.0	1.0	
GENE76	0.0	0.0	0.0	1.0	
GENE77	0.0	0.0	0.0	1.0	
GENE78	0.0	0.0	0.0	1.0	
GENE79	0.0	0.0	0.0	1.0	
GENE80	0.0	0.0	0.0	1.0	
GENE81	0.0	0.0	0.0	1.0	
GENE82	0.0	0.0	0.0	1.0	
GENE83	0.0	0.0	0.0	1.0	
GENE84	0.0	0.0	0.0	1.0	
GENE85	0.0	0.0	0.0	1.0	
GENE86	0.0	0.0	0.0	1.0	
GENE87	0.0	0.0	0.0	1.0	
GENE88	0.0	0.0	0.0	1.0	
GENE89	0.0	0.0	0.0	1.0	
GENE90	0.0	0.0	0.0	1.0	
GENE91	0.0	0.0	0.0	1.0	
GENE92	0.0	0.0	0.0	1.0	
GENE93	0.0	0.0	0.0	1.0	
GENE94	0.0	0.0	0.0	1.0	
GENE95	0.0	0.0	0.0	1.0	
GENE96	0.0	0.0	0.0	1.0	
GENE97	0.0	0.0	0.0	1.0	
GENE98	0.0	0.0	0.0	1.0	
GENE99	0.0	0.0	0.0	1.0	
GENE100	0.0	0.0	0.0	1.0	
